,restaurantsId,name,averageRating,establishmentTypeAndCuisineTags
0,Restaurant_Review-g304554-d5913736-Reviews-Tuskers_Vegetarian_Dining_Bar-Mumbai_Maharashtra,Tuskers - Vegetarian Dining & Bar,4.5,Indian
1,Restaurant_Review-g304554-d21387580-Reviews-Fiona-Mumbai_Maharashtra,Fiona,5.0,Italian Indian Bar Asian
2,Restaurant_Review-g304554-d10539996-Reviews-Dashanzi-Mumbai_Maharashtra,Dashanzi,5.0,Chinese Japanese Sushi Asian
3,Restaurant_Review-g304554-d2034920-Reviews-Namak-Mumbai_Maharashtra,Namak,5.0,Indian
4,Restaurant_Review-g304554-d8010527-Reviews-Saptami-Mumbai_Maharashtra,Saptami,5.0,Indian
5,Restaurant_Review-g304554-d1008614-Reviews-Mabruk-Mumbai_Maharashtra,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
6,Restaurant_Review-g304554-d26582107-Reviews-FUMI_East_Asian_Spice_Trail-Mumbai_Maharashtra,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
7,Restaurant_Review-g304554-d17728654-Reviews-Citrus_Cafe-Mumbai_Maharashtra,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
8,Restaurant_Review-g304554-d15223662-Reviews-Ummrao-Mumbai_Maharashtra,Ummrao,5.0,Indian
9,Restaurant_Review-g304554-d804433-Reviews-Kebabs_Kurries-Mumbai_Maharashtra,Kebabs & Kurries,5.0,Indian
10,Restaurant_Review-g304554-d3163674-Reviews-Jyran_Tandoor_Dining_Lounge-Mumbai_Maharashtra,Jyran - Tandoor Dining & Lounge,4.5,Indian
11,Restaurant_Review-g304554-d21511592-Reviews-Rasoi_Kitchen_Bar-Mumbai_Maharashtra,Rasoi Kitchen & Bar,5.0,Indian
12,Restaurant_Review-g304554-d19428928-Reviews-Tanatan_Shivaji_Park-Mumbai_Maharashtra,Tanatan Shivaji Park,5.0,Indian
13,Restaurant_Review-g304554-d1014520-Reviews-Peshawri-Mumbai_Maharashtra,Peshawri,4.5,Indian Healthy
14,Restaurant_Review-g304554-d3268182-Reviews-Nawab_Saheb-Mumbai_Maharashtra,Nawab Saheb,5.0,Indian
15,Restaurant_Review-g304554-d6929570-Reviews-By_the_Mekong-Mumbai_Maharashtra,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
16,Restaurant_Review-g304554-d16845556-Reviews-Yeda_Republic-Mumbai_Maharashtra,Yeda Republic,5.0,Asian
17,Restaurant_Review-g304554-d6158439-Reviews-The_Brasserie-Mumbai_Maharashtra,The Brasserie,4.5,Indian International Asian
18,Restaurant_Review-g304554-d17609451-Reviews-Gallery_Cafe-Mumbai_Maharashtra,Gallery Café,5.0,Indian International Asian Healthy
19,Restaurant_Review-g304554-d5998754-Reviews-Ark_Bar-Mumbai_Maharashtra,Ark Bar,5.0,Bar Pub Fusion Wine Bar
20,Restaurant_Review-g304554-d1138825-Reviews-Lotus_Cafe-Mumbai_Maharashtra,Lotus Cafe,4.5,Indian Cafe International
21,Restaurant_Review-g304554-d13802904-Reviews-Banjara_The_Restaurant-Mumbai_Maharashtra,Banjara The Restaurant,5.0,Indian Seafood Asian
22,Restaurant_Review-g304554-d1370074-Reviews-Dakshin_Coastal-Mumbai_Maharashtra,Dakshin Coastal,4.5,Indian
23,Restaurant_Review-g304554-d947165-Reviews-Flamboyante-Mumbai_Maharashtra,Flamboyante,4.5,Indian
24,Restaurant_Review-g304554-d5899260-Reviews-Bombay_High-Mumbai_Maharashtra,Bombay High,5.0,Bar
25,Restaurant_Review-g304554-d7707818-Reviews-The_Bombay_Canteen-Mumbai_Maharashtra,The Bombay Canteen,4.5,Indian
26,Restaurant_Review-g304554-d1202559-Reviews-It_s_Mirchi-Mumbai_Maharashtra,It's Mirchi,4.5,Indian
27,Restaurant_Review-g304554-d4064145-Reviews-The_Arthouse-Mumbai_Maharashtra,The Arthouse,4.5,Indian International
28,Restaurant_Review-g304554-d1957837-Reviews-Lake_View_Cafe-Mumbai_Maharashtra,Lake View Cafe,4.5,Indian Cafe International Asian
29,Restaurant_Review-g304554-d5901185-Reviews-Fountain_Sizzlers-Mumbai_Maharashtra,Fountain Sizzlers,4.5,Indian
30,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
31,d21387580,Fiona,5.0,Italian Indian Bar Asian
32,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
33,d2034920,Namak,5.0,Indian
34,d8010527,Saptami,5.0,Indian
35,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
36,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
37,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
38,d15223662,Ummrao,5.0,Indian
39,d804433,Kebabs & Kurries,5.0,Indian
40,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
41,d21511592,Rasoi Kitchen & Bar,5.0,Indian
42,d19428928,Tanatan Shivaji Park,5.0,Indian
43,d1014520,Peshawri,4.5,Indian Healthy
44,d3268182,Nawab Saheb,5.0,Indian
45,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
46,d16845556,Yeda Republic,5.0,Asian
47,d6158439,The Brasserie,4.5,Indian International Asian
48,d17609451,Gallery Café,5.0,Indian International Asian Healthy
49,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
50,d1138825,Lotus Cafe,4.5,Indian Cafe International
51,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
52,d1370074,Dakshin Coastal,4.5,Indian
53,d947165,Flamboyante,4.5,Indian
54,d5899260,Bombay High,5.0,Bar
55,d7707818,The Bombay Canteen,4.5,Indian
56,d1202559,It's Mirchi,4.5,Indian
57,d4064145,The Arthouse,4.5,Indian International
58,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
59,d5901185,Fountain Sizzlers,4.5,Indian
60,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
61,d21387580,Fiona,5.0,Italian Indian Bar Asian
62,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
63,d2034920,Namak,5.0,Indian
64,d8010527,Saptami,5.0,Indian
65,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
66,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
67,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
68,d15223662,Ummrao,5.0,Indian
69,d804433,Kebabs & Kurries,5.0,Indian
70,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
71,d21511592,Rasoi Kitchen & Bar,5.0,Indian
72,d19428928,Tanatan Shivaji Park,5.0,Indian
73,d1014520,Peshawri,4.5,Indian Healthy
74,d3268182,Nawab Saheb,5.0,Indian
75,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
76,d16845556,Yeda Republic,5.0,Asian
77,d6158439,The Brasserie,4.5,Indian International Asian
78,d17609451,Gallery Café,5.0,Indian International Asian Healthy
79,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
80,d1138825,Lotus Cafe,4.5,Indian Cafe International
81,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
82,d1370074,Dakshin Coastal,4.5,Indian
83,d947165,Flamboyante,4.5,Indian
84,d5899260,Bombay High,5.0,Bar
85,d7707818,The Bombay Canteen,4.5,Indian
86,d1202559,It's Mirchi,4.5,Indian
87,d4064145,The Arthouse,4.5,Indian International
88,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
89,d5901185,Fountain Sizzlers,4.5,Indian
90,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
91,d21387580,Fiona,5.0,Italian Indian Bar Asian
92,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
93,d2034920,Namak,5.0,Indian
94,d8010527,Saptami,5.0,Indian
95,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
96,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
97,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
98,d15223662,Ummrao,5.0,Indian
99,d804433,Kebabs & Kurries,5.0,Indian
100,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
101,d21511592,Rasoi Kitchen & Bar,5.0,Indian
102,d19428928,Tanatan Shivaji Park,5.0,Indian
103,d1014520,Peshawri,4.5,Indian Healthy
104,d3268182,Nawab Saheb,5.0,Indian
105,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
106,d16845556,Yeda Republic,5.0,Asian
107,d6158439,The Brasserie,4.5,Indian International Asian
108,d17609451,Gallery Café,5.0,Indian International Asian Healthy
109,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
110,d1138825,Lotus Cafe,4.5,Indian Cafe International
111,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
112,d1370074,Dakshin Coastal,4.5,Indian
113,d947165,Flamboyante,4.5,Indian
114,d5899260,Bombay High,5.0,Bar
115,d7707818,The Bombay Canteen,4.5,Indian
116,d1202559,It's Mirchi,4.5,Indian
117,d4064145,The Arthouse,4.5,Indian International
118,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
119,d5901185,Fountain Sizzlers,4.5,Indian
120,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
121,d21387580,Fiona,5.0,Italian Indian Bar Asian
122,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
123,d2034920,Namak,5.0,Indian
124,d8010527,Saptami,5.0,Indian
125,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
126,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
127,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
128,d15223662,Ummrao,5.0,Indian
129,d804433,Kebabs & Kurries,5.0,Indian
130,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
131,d21511592,Rasoi Kitchen & Bar,5.0,Indian
132,d19428928,Tanatan Shivaji Park,5.0,Indian
133,d1014520,Peshawri,4.5,Indian Healthy
134,d3268182,Nawab Saheb,5.0,Indian
135,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
136,d16845556,Yeda Republic,5.0,Asian
137,d6158439,The Brasserie,4.5,Indian International Asian
138,d17609451,Gallery Café,5.0,Indian International Asian Healthy
139,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
140,d1138825,Lotus Cafe,4.5,Indian Cafe International
141,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
142,d1370074,Dakshin Coastal,4.5,Indian
143,d947165,Flamboyante,4.5,Indian
144,d5899260,Bombay High,5.0,Bar
145,d7707818,The Bombay Canteen,4.5,Indian
146,d1202559,It's Mirchi,4.5,Indian
147,d4064145,The Arthouse,4.5,Indian International
148,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
149,d5901185,Fountain Sizzlers,4.5,Indian
150,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
151,d21387580,Fiona,5.0,Italian Indian Bar Asian
152,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
153,d2034920,Namak,5.0,Indian
154,d8010527,Saptami,5.0,Indian
155,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
156,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
157,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
158,d15223662,Ummrao,5.0,Indian
159,d804433,Kebabs & Kurries,5.0,Indian
160,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
161,d21511592,Rasoi Kitchen & Bar,5.0,Indian
162,d19428928,Tanatan Shivaji Park,5.0,Indian
163,d1014520,Peshawri,4.5,Indian Healthy
164,d3268182,Nawab Saheb,5.0,Indian
165,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
166,d16845556,Yeda Republic,5.0,Asian
167,d6158439,The Brasserie,4.5,Indian International Asian
168,d17609451,Gallery Café,5.0,Indian International Asian Healthy
169,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
170,d1138825,Lotus Cafe,4.5,Indian Cafe International
171,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
172,d1370074,Dakshin Coastal,4.5,Indian
173,d947165,Flamboyante,4.5,Indian
174,d5899260,Bombay High,5.0,Bar
175,d7707818,The Bombay Canteen,4.5,Indian
176,d1202559,It's Mirchi,4.5,Indian
177,d4064145,The Arthouse,4.5,Indian International
178,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
179,d5901185,Fountain Sizzlers,4.5,Indian
180,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
181,d21387580,Fiona,5.0,Italian Indian Bar Asian
182,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
183,d2034920,Namak,5.0,Indian
184,d8010527,Saptami,5.0,Indian
185,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
186,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
187,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
188,d15223662,Ummrao,5.0,Indian
189,d804433,Kebabs & Kurries,5.0,Indian
190,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
191,d21511592,Rasoi Kitchen & Bar,5.0,Indian
192,d19428928,Tanatan Shivaji Park,5.0,Indian
193,d1014520,Peshawri,4.5,Indian Healthy
194,d3268182,Nawab Saheb,5.0,Indian
195,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
196,d16845556,Yeda Republic,5.0,Asian
197,d6158439,The Brasserie,4.5,Indian International Asian
198,d17609451,Gallery Café,5.0,Indian International Asian Healthy
199,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
200,d1138825,Lotus Cafe,4.5,Indian Cafe International
201,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
202,d1370074,Dakshin Coastal,4.5,Indian
203,d947165,Flamboyante,4.5,Indian
204,d5899260,Bombay High,5.0,Bar
205,d7707818,The Bombay Canteen,4.5,Indian
206,d1202559,It's Mirchi,4.5,Indian
207,d4064145,The Arthouse,4.5,Indian International
208,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
209,d5901185,Fountain Sizzlers,4.5,Indian
210,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
211,d21387580,Fiona,5.0,Italian Indian Bar Asian
212,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
213,d2034920,Namak,5.0,Indian
214,d8010527,Saptami,5.0,Indian
215,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
216,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
217,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
218,d15223662,Ummrao,5.0,Indian
219,d804433,Kebabs & Kurries,5.0,Indian
220,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
221,d21511592,Rasoi Kitchen & Bar,5.0,Indian
222,d19428928,Tanatan Shivaji Park,5.0,Indian
223,d1014520,Peshawri,4.5,Indian Healthy
224,d3268182,Nawab Saheb,5.0,Indian
225,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
226,d16845556,Yeda Republic,5.0,Asian
227,d6158439,The Brasserie,4.5,Indian International Asian
228,d17609451,Gallery Café,5.0,Indian International Asian Healthy
229,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
230,d1138825,Lotus Cafe,4.5,Indian Cafe International
231,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
232,d1370074,Dakshin Coastal,4.5,Indian
233,d947165,Flamboyante,4.5,Indian
234,d5899260,Bombay High,5.0,Bar
235,d7707818,The Bombay Canteen,4.5,Indian
236,d1202559,It's Mirchi,4.5,Indian
237,d4064145,The Arthouse,4.5,Indian International
238,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
239,d5901185,Fountain Sizzlers,4.5,Indian
240,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
241,d21387580,Fiona,5.0,Italian Indian Bar Asian
242,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
243,d2034920,Namak,5.0,Indian
244,d8010527,Saptami,5.0,Indian
245,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
246,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
247,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
248,d15223662,Ummrao,5.0,Indian
249,d804433,Kebabs & Kurries,5.0,Indian
250,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
251,d21511592,Rasoi Kitchen & Bar,5.0,Indian
252,d19428928,Tanatan Shivaji Park,5.0,Indian
253,d1014520,Peshawri,4.5,Indian Healthy
254,d3268182,Nawab Saheb,5.0,Indian
255,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
256,d16845556,Yeda Republic,5.0,Asian
257,d6158439,The Brasserie,4.5,Indian International Asian
258,d17609451,Gallery Café,5.0,Indian International Asian Healthy
259,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
260,d1138825,Lotus Cafe,4.5,Indian Cafe International
261,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
262,d1370074,Dakshin Coastal,4.5,Indian
263,d947165,Flamboyante,4.5,Indian
264,d5899260,Bombay High,5.0,Bar
265,d7707818,The Bombay Canteen,4.5,Indian
266,d1202559,It's Mirchi,4.5,Indian
267,d4064145,The Arthouse,4.5,Indian International
268,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
269,d5901185,Fountain Sizzlers,4.5,Indian
270,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
271,d21387580,Fiona,5.0,Italian Indian Bar Asian
272,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
273,d2034920,Namak,5.0,Indian
274,d8010527,Saptami,5.0,Indian
275,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
276,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
277,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
278,d15223662,Ummrao,5.0,Indian
279,d804433,Kebabs & Kurries,5.0,Indian
280,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
281,d21511592,Rasoi Kitchen & Bar,5.0,Indian
282,d19428928,Tanatan Shivaji Park,5.0,Indian
283,d1014520,Peshawri,4.5,Indian Healthy
284,d3268182,Nawab Saheb,5.0,Indian
285,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
286,d16845556,Yeda Republic,5.0,Asian
287,d6158439,The Brasserie,4.5,Indian International Asian
288,d17609451,Gallery Café,5.0,Indian International Asian Healthy
289,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
290,d1138825,Lotus Cafe,4.5,Indian Cafe International
291,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
292,d1370074,Dakshin Coastal,4.5,Indian
293,d947165,Flamboyante,4.5,Indian
294,d5899260,Bombay High,5.0,Bar
295,d7707818,The Bombay Canteen,4.5,Indian
296,d1202559,It's Mirchi,4.5,Indian
297,d4064145,The Arthouse,4.5,Indian International
298,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
299,d5901185,Fountain Sizzlers,4.5,Indian
300,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
301,d21387580,Fiona,5.0,Italian Indian Bar Asian
302,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
303,d2034920,Namak,5.0,Indian
304,d8010527,Saptami,5.0,Indian
305,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
306,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
307,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
308,d15223662,Ummrao,5.0,Indian
309,d804433,Kebabs & Kurries,5.0,Indian
310,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
311,d21511592,Rasoi Kitchen & Bar,5.0,Indian
312,d19428928,Tanatan Shivaji Park,5.0,Indian
313,d1014520,Peshawri,4.5,Indian Healthy
314,d3268182,Nawab Saheb,5.0,Indian
315,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
316,d16845556,Yeda Republic,5.0,Asian
317,d6158439,The Brasserie,4.5,Indian International Asian
318,d17609451,Gallery Café,5.0,Indian International Asian Healthy
319,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
320,d1138825,Lotus Cafe,4.5,Indian Cafe International
321,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
322,d1370074,Dakshin Coastal,4.5,Indian
323,d947165,Flamboyante,4.5,Indian
324,d5899260,Bombay High,5.0,Bar
325,d7707818,The Bombay Canteen,4.5,Indian
326,d1202559,It's Mirchi,4.5,Indian
327,d4064145,The Arthouse,4.5,Indian International
328,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
329,d5901185,Fountain Sizzlers,4.5,Indian
330,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
331,d21387580,Fiona,5.0,Italian Indian Bar Asian
332,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
333,d2034920,Namak,5.0,Indian
334,d8010527,Saptami,5.0,Indian
335,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
336,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
337,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
338,d15223662,Ummrao,5.0,Indian
339,d804433,Kebabs & Kurries,5.0,Indian
340,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
341,d21511592,Rasoi Kitchen & Bar,5.0,Indian
342,d19428928,Tanatan Shivaji Park,5.0,Indian
343,d1014520,Peshawri,4.5,Indian Healthy
344,d3268182,Nawab Saheb,5.0,Indian
345,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
346,d16845556,Yeda Republic,5.0,Asian
347,d6158439,The Brasserie,4.5,Indian International Asian
348,d17609451,Gallery Café,5.0,Indian International Asian Healthy
349,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
350,d1138825,Lotus Cafe,4.5,Indian Cafe International
351,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
352,d1370074,Dakshin Coastal,4.5,Indian
353,d947165,Flamboyante,4.5,Indian
354,d5899260,Bombay High,5.0,Bar
355,d7707818,The Bombay Canteen,4.5,Indian
356,d1202559,It's Mirchi,4.5,Indian
357,d4064145,The Arthouse,4.5,Indian International
358,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
359,d5901185,Fountain Sizzlers,4.5,Indian
360,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
361,d21387580,Fiona,5.0,Italian Indian Bar Asian
362,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
363,d2034920,Namak,5.0,Indian
364,d8010527,Saptami,5.0,Indian
365,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
366,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
367,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
368,d15223662,Ummrao,5.0,Indian
369,d804433,Kebabs & Kurries,5.0,Indian
370,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
371,d21511592,Rasoi Kitchen & Bar,5.0,Indian
372,d19428928,Tanatan Shivaji Park,5.0,Indian
373,d1014520,Peshawri,4.5,Indian Healthy
374,d3268182,Nawab Saheb,5.0,Indian
375,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
376,d16845556,Yeda Republic,5.0,Asian
377,d6158439,The Brasserie,4.5,Indian International Asian
378,d17609451,Gallery Café,5.0,Indian International Asian Healthy
379,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
380,d1138825,Lotus Cafe,4.5,Indian Cafe International
381,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
382,d1370074,Dakshin Coastal,4.5,Indian
383,d947165,Flamboyante,4.5,Indian
384,d5899260,Bombay High,5.0,Bar
385,d7707818,The Bombay Canteen,4.5,Indian
386,d1202559,It's Mirchi,4.5,Indian
387,d4064145,The Arthouse,4.5,Indian International
388,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
389,d5901185,Fountain Sizzlers,4.5,Indian
390,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
391,d21387580,Fiona,5.0,Italian Indian Bar Asian
392,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
393,d2034920,Namak,5.0,Indian
394,d8010527,Saptami,5.0,Indian
395,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
396,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
397,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
398,d15223662,Ummrao,5.0,Indian
399,d804433,Kebabs & Kurries,5.0,Indian
400,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
401,d21511592,Rasoi Kitchen & Bar,5.0,Indian
402,d19428928,Tanatan Shivaji Park,5.0,Indian
403,d1014520,Peshawri,4.5,Indian Healthy
404,d3268182,Nawab Saheb,5.0,Indian
405,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
406,d16845556,Yeda Republic,5.0,Asian
407,d6158439,The Brasserie,4.5,Indian International Asian
408,d17609451,Gallery Café,5.0,Indian International Asian Healthy
409,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
410,d1138825,Lotus Cafe,4.5,Indian Cafe International
411,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
412,d1370074,Dakshin Coastal,4.5,Indian
413,d947165,Flamboyante,4.5,Indian
414,d5899260,Bombay High,5.0,Bar
415,d7707818,The Bombay Canteen,4.5,Indian
416,d1202559,It's Mirchi,4.5,Indian
417,d4064145,The Arthouse,4.5,Indian International
418,d1957837,Lake View Cafe,4.5,Indian Cafe International Asian
419,d5901185,Fountain Sizzlers,4.5,Indian
420,d5913736,Tuskers - Vegetarian Dining & Bar,4.5,Indian
421,d21387580,Fiona,5.0,Italian Indian Bar Asian
422,d10539996,Dashanzi,5.0,Chinese Japanese Sushi Asian
423,d2034920,Namak,5.0,Indian
424,d8010527,Saptami,5.0,Indian
425,d1008614,Mabruk,5.0,Lebanese Mediterranean Middle Eastern
426,d26582107,FUMI - East Asian Spice Trail,5.0,Chinese Japanese Sushi Asian Thai
427,d17728654,Citrus Cafe,5.0,Italian Indian Cajun & Creole European Asian
428,d15223662,Ummrao,5.0,Indian
429,d804433,Kebabs & Kurries,5.0,Indian
430,d3163674,Jyran - Tandoor Dining & Lounge,4.5,Indian
431,d21511592,Rasoi Kitchen & Bar,5.0,Indian
432,d19428928,Tanatan Shivaji Park,5.0,Indian
433,d1014520,Peshawri,4.5,Indian Healthy
434,d3268182,Nawab Saheb,5.0,Indian
435,d6929570,By the Mekong,4.5,Asian Cantonese Szechuan Shanghai
436,d16845556,Yeda Republic,5.0,Asian
437,d6158439,The Brasserie,4.5,Indian International Asian
438,d17609451,Gallery Café,5.0,Indian International Asian Healthy
439,d5998754,Ark Bar,5.0,Bar Pub Fusion Wine Bar
440,d1138825,Lotus Cafe,4.5,Indian Cafe International
441,d13802904,Banjara The Restaurant,5.0,Indian Seafood Asian
442,d1370074,Dakshin Coastal,4.5,Indian
443,d947165,Flamboyante,4.5,Indian
444,d5899260,Bombay High,5.0,Bar
445,d7707818,The Bombay Canteen,4.5,Indian
446,d1202559,It's Mirchi,4.5,Indian
